dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Water,General,0,0,2009,Actual,YTD,2009-06-30,0,Water Department,Water,28
Youth Commission,General,1,0,2009,Actual,YTD,2009-06-30,1,Youth Commission,,47
Zoning Board of Adjustment,General,5,0,2009,Actual,YTD,2009-06-30,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,General,1,0,2009,Actual,YTD,2009-06-30,1,Zoning Code Commission,,57
Atwater Kent Museum,Other,0,0,2009,Actual,YTD,2009-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2009,Actual,YTD,2009-06-30,0,City Controller's Office,,61
Board of Building Standards,Other,0,0,2009,Actual,YTD,2009-06-30,0,L&I: Board of Building and Standards,,29
Board of Ethics,Other,0,0,2009,Actual,YTD,2009-06-30,0,Board of Ethics,,45
Board of L & I Review,Other,0,0,2009,Actual,YTD,2009-06-30,0,L&I: Board of Review,,27
Bd. of Pensions,Other,67,0,2009,Actual,YTD,2009-06-30,67,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Other,0,0,2009,Actual,YTD,2009-06-30,0,Board of Revision of Taxes,BRT,63
Camp William Penn,Other,0,0,2009,Actual,YTD,2009-06-30,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Other,0,0,2009,Actual,YTD,2009-06-30,0,Capital Program Office,,07
City Commissioners (Election Board),Other,0,0,2009,Actual,YTD,2009-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2009,Actual,YTD,2009-06-30,0,City Council,,01
City Planning Commission,Other,5,0,2009,Actual,YTD,2009-06-30,5,City Planning Commission,,51
City Representative,Other,0,0,2009,Actual,YTD,2009-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2009,Actual,YTD,2009-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2009,Actual,YTD,2009-06-30,0,Clerk of Quarter Sessions,,64
Commerce,Other,760,0,2009,Actual,YTD,2009-06-30,760,Office of the Director of Commerce,Commerce,42
Fairmount Park,Other,1,0,2009,Actual,YTD,2009-06-30,1,Fairmount Park Commission,,17
Finance,Other,6,0,2009,Actual,YTD,2009-06-30,6,Office of the Director of Finance,Finance,35
First Judicial District,Other,451,0,2009,Actual,YTD,2009-06-30,451,First Judicial District,FJD,84
Fleet Management,Other,57,0,2009,Actual,YTD,2009-06-30,57,Office of Fleet Management,Fleet,25
Free Library,Other,87,0,2009,Actual,YTD,2009-06-30,87,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,Commission on Human Relations,Human Relations,54
Human Services,Other,66,0,2009,Actual,YTD,2009-06-30,66,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Other,16,0,2009,Actual,YTD,2009-06-30,16,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Other,0,0,2009,Actual,YTD,2009-06-30,0,Labor,,03
Law,Other,53,0,2009,Actual,YTD,2009-06-30,53,Law Department,Law,44
Licenses & Inspections,Other,14,0,2009,Actual,YTD,2009-06-30,14,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,3,0,2009,Actual,YTD,2009-06-30,3,Managing Director's Office,MDO,10
Mayor,Other,3,0,2009,Actual,YTD,2009-06-30,3,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Other,84,0,2009,Actual,YTD,2009-06-30,84,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Other,0,0,2009,Actual,YTD,2009-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2009,Actual,YTD,2009-06-30,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,244,0,2009,Actual,YTD,2009-06-30,244,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off. of Supportive Housing,Other,45,0,2009,Actual,YTD,2009-06-30,45,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,75,0,2009,Actual,YTD,2009-06-30,75,Office of Housing and Community Development,,06
Personnel,Other,0,0,2009,Actual,YTD,2009-06-30,0,Office of Human Resources,OHR,56
Prisons,Other,0,0,2009,Actual,YTD,2009-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2009,Actual,YTD,2009-06-30,2,Procurement Department,Procurement,38
Public Health,Other,215,0,2009,Actual,YTD,2009-06-30,215,Department of Public Health,Public Health,14
Public Property,Other,0,0,2009,Actual,YTD,2009-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2009,Actual,YTD,2009-06-30,0,Department of Records,Records,31
Recreation,Other,20,0,2009,Actual,YTD,2009-06-30,20,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Other,0,0,2009,Actual,YTD,2009-06-30,0,Register of Wills,,68
Revenue,Other,234,0,2009,Actual,YTD,2009-06-30,234,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2009,Actual,YTD,2009-06-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2009,Actual,YTD,2009-06-30,0,Streets Department,Streets,12
Streets Sanitation,Other,0,0,2009,Actual,YTD,2009-06-30,0,Streets: Sanitation,,12S
Water,Other,1719,0,2009,Actual,YTD,2009-06-30,1719,Water Department,Water,28
Youth Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,Youth Commission,,47
Zoning Board of Adjustment,Other,0,0,2009,Actual,YTD,2009-06-30,0,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,Zoning Code Commission,,57
Atwater Kent Museum,Total,4,0,2009,Actual,YTD,2009-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,124,0,2009,Actual,YTD,2009-06-30,124,City Controller's Office,,61
Board of Building Standards,Total,1,0,2009,Actual,YTD,2009-06-30,1,L&I: Board of Building and Standards,,29
Board of Ethics,Total,9,0,2009,Actual,YTD,2009-06-30,9,Board of Ethics,,45
Board of L & I Review,Total,2,0,2009,Actual,YTD,2009-06-30,2,L&I: Board of Review,,27
Bd. of Pensions,Total,67,0,2009,Actual,YTD,2009-06-30,67,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Total,133,0,2009,Actual,YTD,2009-06-30,133,Board of Revision of Taxes,BRT,63
Camp William Penn,Total,1,0,2009,Actual,YTD,2009-06-30,1,Camp William Penn,,19
"Capital Program Office, Mayor-",Total,24,0,2009,Actual,YTD,2009-06-30,24,Capital Program Office,,07
City Commissioners (Election Board),Total,100,0,2009,Actual,YTD,2009-06-30,100,City Commissioner's Office,City Commissioners,73
City Council,Total,185,0,2009,Actual,YTD,2009-06-30,185,City Council,,01
City Planning Commission,Total,47,0,2009,Actual,YTD,2009-06-30,47,City Planning Commission,,51
City Representative,Total,6,0,2009,Actual,YTD,2009-06-30,6,Office of the City Representative,City Rep,41
City Treasurer,Total,11,0,2009,Actual,YTD,2009-06-30,11,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2009,Actual,YTD,2009-06-30,2,Civil Service Commission,,55
Clerk of Quarter Sessions,Total,110,0,2009,Actual,YTD,2009-06-30,110,Clerk of Quarter Sessions,,64
Commerce,Total,783,0,2009,Actual,YTD,2009-06-30,783,Office of the Director of Commerce,Commerce,42
Fairmount Park,Total,160,0,2009,Actual,YTD,2009-06-30,160,Fairmount Park Commission,,17
Finance,Total,149,0,2009,Actual,YTD,2009-06-30,149,Office of the Director of Finance,Finance,35
First Judicial District,Total,2349,0,2009,Actual,YTD,2009-06-30,2349,First Judicial District,FJD,84
Fleet Management,Total,359,0,2009,Actual,YTD,2009-06-30,359,Office of Fleet Management,Fleet,25
Free Library,Total,716,0,2009,Actual,YTD,2009-06-30,716,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2009,Actual,YTD,2009-06-30,6,Historical Commission,,32
Human Relations Commission,Total,34,0,2009,Actual,YTD,2009-06-30,34,Commission on Human Relations,Human Relations,54
Human Services,Total,1807,0,2009,Actual,YTD,2009-06-30,1807,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Total,162,0,2009,Actual,YTD,2009-06-30,162,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Total,7,0,2009,Actual,YTD,2009-06-30,7,Labor,,03
Law,Total,235,0,2009,Actual,YTD,2009-06-30,235,Law Department,Law,44
Licenses & Inspections,Total,323,0,2009,Actual,YTD,2009-06-30,323,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Total,131,0,2009,Actual,YTD,2009-06-30,131,Managing Director's Office,MDO,10
Mayor,Total,74,0,2009,Actual,YTD,2009-06-30,74,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Total,171,0,2009,Actual,YTD,2009-06-30,171,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Total,8,0,2009,Actual,YTD,2009-06-30,8,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,12,0,2009,Actual,YTD,2009-06-30,12,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,270,0,2009,Actual,YTD,2009-06-30,270,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off. of Supportive Housing,Total,171,0,2009,Actual,YTD,2009-06-30,171,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Total,75,0,2009,Actual,YTD,2009-06-30,75,Office of Housing and Community Development,,06
Personnel,Total,64,0,2009,Actual,YTD,2009-06-30,64,Office of Human Resources,OHR,56
Prisons,Total,2067,0,2009,Actual,YTD,2009-06-30,2067,Philadelphia Prison System,Prisons,23
Procurement,Total,52,0,2009,Actual,YTD,2009-06-30,52,Procurement Department,Procurement,38
Public Health,Total,890,0,2009,Actual,YTD,2009-06-30,890,Department of Public Health,Public Health,14
Public Property,Total,135,0,2009,Actual,YTD,2009-06-30,135,Department of Public Property,Public Property,20
Records,Total,64,0,2009,Actual,YTD,2009-06-30,64,Department of Records,Records,31
Recreation,Total,463,0,2009,Actual,YTD,2009-06-30,463,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Total,65,0,2009,Actual,YTD,2009-06-30,65,Register of Wills,,68
Revenue,Total,490,0,2009,Actual,YTD,2009-06-30,490,Department of Revenue,Revenue,36
Sheriff,Total,238,0,2009,Actual,YTD,2009-06-30,238,Office of the Sheriff,Sheriff,70
Streets,Total,536,0,2009,Actual,YTD,2009-06-30,536,Streets Department,Streets,12
Streets Sanitation,Total,1183,0,2009,Actual,YTD,2009-06-30,1183,Streets: Sanitation,,12S
Water,Total,1719,0,2009,Actual,YTD,2009-06-30,1719,Water Department,Water,28
Youth Commission,Total,1,0,2009,Actual,YTD,2009-06-30,1,Youth Commission,,47
Zoning Board of Adjustment,Total,5,0,2009,Actual,YTD,2009-06-30,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Total,1,0,2009,Actual,YTD,2009-06-30,1,Zoning Code Commission,,57
Police,General,832,6611,2009,Actual,YTD,2009-06-30,7443,Police Department,Police,11
Police,Other,11,151,2009,Actual,YTD,2009-06-30,162,Police Department,Police,11
Police,Total,843,6762,2009,Actual,YTD,2009-06-30,7605,Police Department,Police,11
Fire,General,2157,102,2009,Actual,YTD,2009-06-30,2259,Fire Department,Fire,13
Fire,Other,64,4,2009,Actual,YTD,2009-06-30,68,Fire Department,Fire,13
Fire,Total,2221,106,2009,Actual,YTD,2009-06-30,2327,Fire Department,Fire,13
District Attorney,General,429,12,2009,Actual,YTD,2009-06-30,441,District Attorney's Office,DAO,69
District Attorney,Other,103,10,2009,Actual,YTD,2009-06-30,113,District Attorney's Office,DAO,69
District Attorney,Total,532,22,2009,Actual,YTD,2009-06-30,554,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2008,Actual,Full Year,2008-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,121,0,2008,Actual,Full Year,2008-06-30,121,City Controller's Office,,61
Board of Building Standards,General,2,0,2008,Actual,Full Year,2008-06-30,2,L&I: Board of Building and Standards,,29
Board of Ethics,General,6,0,2008,Actual,Full Year,2008-06-30,6,Board of Ethics,,45
Board of L & I Review,General,3,0,2008,Actual,Full Year,2008-06-30,3,L&I: Board of Review,,27
Bd. of Pensions,General,0,0,2008,Actual,Full Year,2008-06-30,0,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,General,139,0,2008,Actual,Full Year,2008-06-30,139,Board of Revision of Taxes,BRT,63
Camp William Penn,General,1,0,2008,Actual,Full Year,2008-06-30,1,Camp William Penn,,19
"Capital Program Office, Mayor-",General,21,0,2008,Actual,Full Year,2008-06-30,21,Capital Program Office,,07
City Commissioners (Election Board),General,91,0,2008,Actual,Full Year,2008-06-30,91,City Commissioner's Office,City Commissioners,73
City Council,General,192,0,2008,Actual,Full Year,2008-06-30,192,City Council,,01
City Planning Commission,General,44,0,2008,Actual,Full Year,2008-06-30,44,City Planning Commission,,51
City Representative,General,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,General,11,0,2008,Actual,Full Year,2008-06-30,11,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2008,Actual,Full Year,2008-06-30,2,Civil Service Commission,,55
Clerk of Quarter Sessions,General,117,0,2008,Actual,Full Year,2008-06-30,117,Clerk of Quarter Sessions,,64
Commerce,General,13,0,2008,Actual,Full Year,2008-06-30,13,Office of the Director of Commerce,Commerce,42
Fairmount Park,General,156,0,2008,Actual,Full Year,2008-06-30,156,Fairmount Park Commission,,17
Finance,General,170,0,2008,Actual,Full Year,2008-06-30,170,Office of the Director of Finance,Finance,35
First Judicial District,General,1970,0,2008,Actual,Full Year,2008-06-30,1970,First Judicial District,FJD,84
Fleet Management,General,307,0,2008,Actual,Full Year,2008-06-30,307,Office of Fleet Management,Fleet,25
Free Library,General,713,0,2008,Actual,Full Year,2008-06-30,713,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2008,Actual,Full Year,2008-06-30,6,Historical Commission,,32
Human Relations Commission,General,34,0,2008,Actual,Full Year,2008-06-30,34,Commission on Human Relations,Human Relations,54
Human Services,General,1784,0,2008,Actual,Full Year,2008-06-30,1784,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",General,141,0,2008,Actual,Full Year,2008-06-30,141,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",General,7,0,2008,Actual,Full Year,2008-06-30,7,Labor,,03
Law,General,192,0,2008,Actual,Full Year,2008-06-30,192,Law Department,Law,44
Licenses & Inspections,General,356,0,2008,Actual,Full Year,2008-06-30,356,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),General,95,0,2008,Actual,Full Year,2008-06-30,95,Managing Director's Office,MDO,10
Mayor,General,72,0,2008,Actual,Full Year,2008-06-30,72,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,General,22,0,2008,Actual,Full Year,2008-06-30,22,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,General,0,0,2008,Actual,Full Year,2008-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,12,0,2008,Actual,Full Year,2008-06-30,12,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,General,28,0,2008,Actual,Full Year,2008-06-30,28,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off. of Supportive Housing,General,126,0,2008,Actual,Full Year,2008-06-30,126,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,General,0,0,2008,Actual,Full Year,2008-06-30,0,Office of Housing and Community Development,,06
Personnel,General,68,0,2008,Actual,Full Year,2008-06-30,68,Office of Human Resources,OHR,56
Prisons,General,2131,0,2008,Actual,Full Year,2008-06-30,2131,Philadelphia Prison System,Prisons,23
Procurement,General,58,0,2008,Actual,Full Year,2008-06-30,58,Procurement Department,Procurement,38
Public Health,General,665,0,2008,Actual,Full Year,2008-06-30,665,Department of Public Health,Public Health,14
Public Property,General,165,0,2008,Actual,Full Year,2008-06-30,165,Department of Public Property,Public Property,20
Records,General,70,0,2008,Actual,Full Year,2008-06-30,70,Department of Records,Records,31
Recreation,General,464,0,2008,Actual,Full Year,2008-06-30,464,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,General,68,0,2008,Actual,Full Year,2008-06-30,68,Register of Wills,,68
Revenue,General,252,0,2008,Actual,Full Year,2008-06-30,252,Department of Revenue,Revenue,36
Sheriff,General,238,0,2008,Actual,Full Year,2008-06-30,238,Office of the Sheriff,Sheriff,70
Streets,General,591,0,2008,Actual,Full Year,2008-06-30,591,Streets Department,Streets,12
Streets Sanitation,General,1248,0,2008,Actual,Full Year,2008-06-30,1248,Streets: Sanitation,,12S
Water,General,0,0,2008,Actual,Full Year,2008-06-30,0,Water Department,Water,28
Youth Commission,General,0,0,2008,Actual,Full Year,2008-06-30,0,Youth Commission,,47
Zoning Board of Adjustment,General,5,0,2008,Actual,Full Year,2008-06-30,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,General,0,0,2008,Actual,Full Year,2008-06-30,0,Zoning Code Commission,,57
Atwater Kent Museum,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2008,Actual,Full Year,2008-06-30,0,City Controller's Office,,61
Board of Building Standards,Other,0,0,2008,Actual,Full Year,2008-06-30,0,L&I: Board of Building and Standards,,29
Board of Ethics,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Board of Ethics,,45
Board of L & I Review,Other,0,0,2008,Actual,Full Year,2008-06-30,0,L&I: Board of Review,,27
Bd. of Pensions,Other,59,0,2008,Actual,Full Year,2008-06-30,59,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Board of Revision of Taxes,BRT,63
Camp William Penn,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Other,0,0,2008,Actual,Full Year,2008-06-30,0,Capital Program Office,,07
City Commissioners (Election Board),Other,0,0,2008,Actual,Full Year,2008-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2008,Actual,Full Year,2008-06-30,0,City Council,,01
City Planning Commission,Other,2,0,2008,Actual,Full Year,2008-06-30,2,City Planning Commission,,51
City Representative,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Clerk of Quarter Sessions,,64
Commerce,Other,782,0,2008,Actual,Full Year,2008-06-30,782,Office of the Director of Commerce,Commerce,42
Fairmount Park,Other,1,0,2008,Actual,Full Year,2008-06-30,1,Fairmount Park Commission,,17
Finance,Other,10,0,2008,Actual,Full Year,2008-06-30,10,Office of the Director of Finance,Finance,35
First Judicial District,Other,439,0,2008,Actual,Full Year,2008-06-30,439,First Judicial District,FJD,84
Fleet Management,Other,60,0,2008,Actual,Full Year,2008-06-30,60,Office of Fleet Management,Fleet,25
Free Library,Other,66,0,2008,Actual,Full Year,2008-06-30,66,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Commission on Human Relations,Human Relations,54
Human Services,Other,41,0,2008,Actual,Full Year,2008-06-30,41,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Other,17,0,2008,Actual,Full Year,2008-06-30,17,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Other,0,0,2008,Actual,Full Year,2008-06-30,0,Labor,,03
Law,Other,57,0,2008,Actual,Full Year,2008-06-30,57,Law Department,Law,44
Licenses & Inspections,Other,18,0,2008,Actual,Full Year,2008-06-30,18,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,9,0,2008,Actual,Full Year,2008-06-30,9,Managing Director's Office,MDO,10
Mayor,Other,3,0,2008,Actual,Full Year,2008-06-30,3,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Other,159,0,2008,Actual,Full Year,2008-06-30,159,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,234,0,2008,Actual,Full Year,2008-06-30,234,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off. of Supportive Housing,Other,49,0,2008,Actual,Full Year,2008-06-30,49,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,79,0,2008,Actual,Full Year,2008-06-30,79,Office of Housing and Community Development,,06
Personnel,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Office of Human Resources,OHR,56
Prisons,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,3,0,2008,Actual,Full Year,2008-06-30,3,Procurement Department,Procurement,38
Public Health,Other,215,0,2008,Actual,Full Year,2008-06-30,215,Department of Public Health,Public Health,14
Public Property,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Department of Records,Records,31
Recreation,Other,21,0,2008,Actual,Full Year,2008-06-30,21,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Register of Wills,,68
Revenue,Other,222,0,2008,Actual,Full Year,2008-06-30,222,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,1,0,2008,Actual,Full Year,2008-06-30,1,Streets Department,Streets,12
Streets Sanitation,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Streets: Sanitation,,12S
Water,Other,1758,0,2008,Actual,Full Year,2008-06-30,1758,Water Department,Water,28
Youth Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Youth Commission,,47
